date,currency,rate
2018-07-24,GBP,0.76317299999999999
2018-07-24,EUR,0.85517600000000005
2018-07-24,ETH,0.0021388729999999999
2018-07-24,CAD,1.31715
2018-07-24,BTC,0.00012390249999999999
2018-07-23,USD,1
2018-07-23,LTC,0.011944376499999999
2018-07-23,GBP,0.76069299999999995
2018-07-23,EUR,0.85174899999999998
2018-07-23,ETH,0.0021771408
2018-07-23,CAD,1.3120080000000001
2018-07-23,BTC,0.0001302357
2018-07-22,USD,1
2018-07-22,LTC,0.012049720200000001
2018-07-22,GBP,0.76144000000000001
2018-07-22,EUR,0.85258800000000001
2018-07-22,ETH,0.0021612541000000001
2018-07-22,CAD,1.315097
2018-07-22,BTC,0.0001342623
2018-07-21,USD,1
2018-07-21,LTC,0.0120925077
2018-07-21,GBP,0.76144100000000003
2018-07-21,EUR,0.85240499999999997
2018-07-21,ETH,0.0021766109000000001
2018-07-21,CAD,1.315097
2018-07-21,BTC,0.0001361081
2018-07-20,USD,1
2018-07-20,LTC,0.0119106848
2018-07-20,GBP,0.76787099999999997
2018-07-20,EUR,0.85802800000000001
2018-07-20,ETH,0.0021831566000000001
2018-07-20,CAD,1.3261050000000001
2018-07-20,BTC,0.0001347838
2018-07-19,USD,1
2018-07-19,LTC,0.011548962499999999
2018-07-19,GBP,0.76466599999999996
2018-07-19,EUR,0.85873699999999997
2018-07-19,ETH,0.0021119473
2018-07-19,CAD,1.316916
2018-07-19,BTC,0.00013534619999999999
2018-07-18,USD,1
2018-07-18,LTC,0.0110991448
2018-07-18,GBP,0.76307700000000001
2018-07-18,EUR,0.85812999999999995
2018-07-18,ETH,0.0020220595999999999
2018-07-18,CAD,1.3203720000000001
2018-07-18,BTC,0.00013506790000000001
2018-07-17,USD,1
2018-07-17,LTC,0.0118109292
2018-07-17,GBP,0.75548499999999996
2018-07-17,EUR,0.85402699999999998
2018-07-17,ETH,0.0020806418000000001
2018-07-17,CAD,1.3137369999999999
2018-07-17,BTC,0.00014535169999999999
2018-07-16,USD,1
2018-07-16,LTC,0.0123544491
2018-07-16,GBP,0.75603100000000001
2018-07-16,EUR,0.85629100000000002
2018-07-16,ETH,0.0021558613999999999
2018-07-16,CAD,1.315804
2018-07-16,BTC,0.00015336359999999999
2018-07-15,USD,1
2018-07-15,LTC,0.0129194011
2018-07-15,GBP,0.75570000000000004
2018-07-15,EUR,0.85470000000000002
2018-07-15,ETH,0.0022575335000000001
2018-07-15,CAD,1.3164819999999999
2018-07-15,BTC,0.00015823519999999999
2018-07-14,USD,1
2018-07-14,LTC,0.0130919773
2018-07-14,GBP,0.755745
2018-07-14,EUR,0.85483500000000001
2018-07-14,ETH,0.0023056703999999998
2018-07-14,CAD,1.3156159999999999
2018-07-14,BTC,0.00016028900000000001
2018-07-13,USD,1
2018-07-13,LTC,0.012961683999999999
2018-07-13,GBP,0.75879600000000003
2018-07-13,EUR,0.857325
2018-07-13,ETH,0.0022959412999999998
2018-07-13,CAD,1.316495
2018-07-13,BTC,0.00016031500000000001
2018-07-12,USD,1
2018-07-12,LTC,0.013123628700000001
2018-07-12,GBP,0.75720500000000002
2018-07-12,EUR,0.85651299999999997
2018-07-12,ETH,0.0023104098000000001
2018-07-12,CAD,1.320821
2018-07-12,BTC,0.0001607321
2018-07-11,USD,1
2018-07-11,LTC,0.0129147432
2018-07-11,GBP,0.75419999999999998
2018-07-11,EUR,0.852661
2018-07-11,ETH,0.0022830229999999999
2018-07-11,CAD,1.3145199999999999
2018-07-11,BTC,0.00015733279999999999
2018-07-10,USD,1
2018-07-10,LTC,0.012953009600000001
2018-07-10,GBP,0.75448999999999999
2018-07-10,EUR,0.85062800000000005
2018-07-10,ETH,0.0022302478000000001
2018-07-10,CAD,1.3111120000000001
2018-07-10,BTC,0.0001542933
2018-07-09,USD,1
2018-07-09,LTC,0.012218170699999999
2018-07-09,GBP,0.75217299999999998
2018-07-09,EUR,0.85096099999999997
2018-07-09,ETH,0.0020846051999999999
2018-07-09,CAD,1.309661
2018-07-09,BTC,0.00014917460000000001
2018-07-08,USD,1
2018-07-08,LTC,0.0118975178
2018-07-08,GBP,0.75256000000000001
2018-07-08,EUR,0.85080999999999996
2018-07-08,ETH,0.0020558158000000002
2018-07-08,CAD,1.3095859999999999
2018-07-08,BTC,0.00014846320000000001
2018-07-07,USD,1
2018-07-07,LTC,0.0122426571
2018-07-07,GBP,0.75261500000000003
2018-07-07,EUR,0.85080999999999996
2018-07-07,ETH,0.0021371734000000002
2018-07-07,CAD,1.308943
2018-07-07,BTC,0.00015216629999999999
2018-07-06,USD,1
2018-07-06,LTC,0.012079885800000001
2018-07-06,GBP,0.75631499999999996
2018-07-06,EUR,0.85527799999999998
2018-07-06,ETH,0.0021467972999999999
2018-07-06,CAD,1.313825
2018-07-06,BTC,0.00015286870000000001
2018-07-05,USD,1
2018-07-05,LTC,0.0118571949
2018-07-05,GBP,0.75597199999999998
2018-07-05,EUR,0.85759700000000005
2018-07-05,ETH,0.0021313126
2018-07-05,CAD,1.314022
2018-07-05,BTC,0.00015194500000000001
2018-07-04,USD,1
2018-07-04,LTC,0.011683501299999999
2018-07-04,GBP,0.75790599999999997
2018-07-04,EUR,0.85770299999999999
2018-07-04,ETH,0.0021433681000000001
2018-07-04,CAD,1.3143720000000001
2018-07-04,BTC,0.00015214189999999999
2018-07-03,USD,1
2018-07-03,LTC,0.0115220094
2018-07-03,GBP,0.76083199999999995
2018-07-03,EUR,0.85899599999999998
2018-07-03,ETH,0.0021184741
2018-07-03,CAD,1.3187930000000001
2018-07-03,BTC,0.0001515713
2018-07-02,USD,1
2018-07-02,LTC,0.0121788464
2018-07-02,GBP,0.75712000000000002
2018-07-02,EUR,0.85628899999999997
2018-07-02,ETH,0.0021725762999999999
2018-07-02,CAD,1.314894
2018-07-02,BTC,0.00015495290000000001
2018-07-01,USD,1
2018-07-01,LTC,0.0125515299
2018-07-01,GBP,0.75729999999999997
2018-07-01,EUR,0.85450000000000004
2018-07-01,ETH,0.0022178980999999999
2018-07-01,CAD,1.3146739999999999
2018-07-01,BTC,0.0001575453
2018-06-30,USD,1
2018-06-30,LTC,0.0123017622
2018-06-30,GBP,0.75721499999999997
2018-06-30,EUR,0.85458999999999996
2018-06-30,ETH,0.00222646
2018-06-30,CAD,1.3148470000000001
2018-06-30,BTC,0.00015715940000000001
2018-06-29,USD,1
2018-06-29,LTC,0.0134421118
2018-06-29,GBP,0.76482600000000001
2018-06-29,EUR,0.86479200000000001
2018-06-29,ETH,0.0024042934999999998
2018-06-29,CAD,1.325501
2018-06-29,BTC,0.00016936309999999999
2018-06-28,USD,1
2018-06-28,LTC,0.0126755514
2018-06-28,GBP,0.76221000000000005
2018-06-28,EUR,0.864819
2018-06-28,ETH,0.0023023697000000001
2018-06-28,CAD,1.3330900000000001
2018-06-28,BTC,0.00016438140000000001
2018-06-27,USD,1
2018-06-27,LTC,0.012785245799999999
2018-06-27,GBP,0.75639500000000004
2018-06-27,EUR,0.85836900000000005
2018-06-27,ETH,0.0023098124999999998
2018-06-27,CAD,1.330168
2018-06-27,BTC,0.00016409249999999999
2018-06-26,USD,1
2018-06-26,LTC,0.0124586739
2018-06-26,GBP,0.753135
2018-06-26,EUR,0.85462700000000003
2018-06-26,ETH,0.0022290790000000001
2018-06-26,CAD,1.329788
2018-06-26,BTC,0.00016124680000000001
2018-06-25,USD,1
2018-06-25,LTC,0.0123056256
2018-06-25,GBP,0.75405800000000001
2018-06-25,EUR,0.85759200000000002
2018-06-25,ETH,0.0021874864999999999
2018-06-25,CAD,1.3279069999999999
2018-06-25,BTC,0.00016128339999999999
2018-06-24,USD,1
2018-06-24,LTC,0.0126168952
2018-06-24,GBP,0.75390999999999997
2018-06-24,EUR,0.857155
2018-06-24,ETH,0.0022187271999999998
2018-06-24,CAD,1.327669
2018-06-24,BTC,0.00016609639999999999
2018-06-23,USD,1
2018-06-23,LTC,0.0119181151
2018-06-23,GBP,0.75390999999999997
2018-06-23,EUR,0.857155
2018-06-23,ETH,0.0021205859999999998
2018-06-23,CAD,1.327669
2018-06-23,BTC,0.000163029
2018-06-22,USD,1
2018-06-22,LTC,0.0112322872
2018-06-22,GBP,0.75501300000000005
2018-06-22,EUR,0.86177700000000002
2018-06-22,ETH,0.0020434559999999999
2018-06-22,CAD,1.3319049999999999
2018-06-22,BTC,0.0001572907
2018-06-21,USD,1
2018-06-21,LTC,0.0102913359
2018-06-21,GBP,0.75917500000000004
2018-06-21,EUR,0.86373100000000003
2018-06-21,ETH,0.0018769872
2018-06-21,CAD,1.330765
2018-06-21,BTC,0.0001485092
2018-06-20,USD,1
2018-06-20,LTC,0.010306920799999999
2018-06-20,GBP,0.75910100000000003
2018-06-20,EUR,0.86294300000000002
2018-06-20,ETH,0.0018919671000000001
2018-06-20,CAD,1.3278350000000001
2018-06-20,BTC,0.0001497072
2018-06-19,USD,1
2018-06-19,LTC,0.010167116699999999
2018-06-19,GBP,0.75425799999999998
2018-06-19,EUR,0.85986200000000002
2018-06-19,ETH,0.0018972906
2018-06-19,CAD,1.321199
2018-06-19,BTC,0.00014887050000000001
2018-06-18,USD,1
2018-06-18,LTC,0.0104501223
2018-06-18,GBP,0.75325600000000004
2018-06-18,EUR,0.86257700000000004
2018-06-18,ETH,0.0019945497999999998
2018-06-18,CAD,1.3200499999999999
2018-06-18,BTC,0.00015327299999999999
2018-06-17,USD,1
2018-06-17,LTC,0.0103662079
2018-06-17,GBP,0.75284499999999999
2018-06-17,EUR,0.86056999999999995
2018-06-17,ETH,0.0019986415
2018-06-17,CAD,1.3205499999999999
2018-06-17,BTC,0.00015372110000000001
2018-06-16,USD,1
2018-06-16,LTC,0.0104225984
2018-06-16,GBP,0.75284499999999999
2018-06-16,EUR,0.86056999999999995
2018-06-16,ETH,0.0020183588999999999
2018-06-16,CAD,1.3205499999999999
2018-06-16,BTC,0.00015481969999999999
2018-06-15,USD,1
2018-06-15,LTC,0.0101911044
2018-06-15,GBP,0.75445300000000004
2018-06-15,EUR,0.86481699999999995
2018-06-15,ETH,0.0019956696
2018-06-15,CAD,1.3116840000000001
2018-06-15,BTC,0.00015271260000000001
2018-06-14,USD,1
2018-06-14,LTC,0.0102741815
2018-06-14,GBP,0.74728899999999998
2018-06-14,EUR,0.84721000000000002
2018-06-14,ETH,0.0020319632
2018-06-14,CAD,1.297515
2018-06-14,BTC,0.0001538919
2018-06-13,USD,1
2018-06-13,LTC,0.0104318968
2018-06-13,GBP,0.747726
2018-06-13,EUR,0.85121599999999997
2018-06-13,ETH,0.0020824349000000001
2018-06-13,CAD,1.3015110000000001
2018-06-13,BTC,0.00015533640000000001
2018-06-12,USD,1
2018-06-12,LTC,0.0095255341
2018-06-12,GBP,0.747865
2018-06-12,EUR,0.84944299999999995
2018-06-12,ETH,0.0019221563000000001
2018-06-12,CAD,1.2987770000000001
2018-06-12,BTC,0.0001480714
2018-06-11,USD,1
2018-06-11,LTC,0.0093932819999999993
2018-06-11,GBP,0.74551199999999995
2018-06-11,EUR,0.84856100000000001
2018-06-11,ETH,0.001900756
2018-06-11,CAD,1.29688
2018-06-11,BTC,0.0001478935
2018-06-10,USD,1
2018-06-10,LTC,0.0089509946999999992
2018-06-10,GBP,0.74563000000000001
2018-06-10,EUR,0.849221
2018-06-10,ETH,0.0017921127
2018-06-10,CAD,1.2934099999999999
2018-06-10,BTC,0.00014017550000000001
2018-06-09,USD,1
2018-06-09,LTC,0.0083520021000000003
2018-06-09,GBP,0.746
2018-06-09,EUR,0.84885999999999995
2018-06-09,ETH,0.0016610565999999999
2018-06-09,CAD,1.2934099999999999
2018-06-09,BTC,0.0001311129
2018-06-08,USD,1
2018-06-08,LTC,0.0083450686
2018-06-08,GBP,0.74533899999999997
2018-06-08,EUR,0.84797100000000003
2018-06-08,ETH,0.0016658063
2018-06-08,CAD,1.2982419999999999
2018-06-08,BTC,0.0001310812
2018-06-07,USD,1
2018-06-07,LTC,0.0082224023000000007
2018-06-07,GBP,0.74516000000000004
2018-06-07,EUR,0.84879899999999997
2018-06-07,ETH,0.0016480151999999999
2018-06-07,CAD,1.2947029999999999
2018-06-07,BTC,0.0001300289
2018-06-06,USD,1
2018-06-06,LTC,0.0082684027
2018-06-06,GBP,0.74590699999999999
2018-06-06,EUR,0.85277700000000001
2018-06-06,ETH,0.0016567352
2018-06-06,CAD,1.294163
2018-06-06,BTC,0.0001315427
2018-06-05,USD,1
2018-06-05,LTC,0.0084068531999999998
2018-06-05,GBP,0.750973
2018-06-05,EUR,0.85466600000000004
2018-06-05,ETH,0.0016848829
2018-06-05,CAD,1.2924500000000001
2018-06-05,BTC,0.00013354090000000001
2018-06-04,USD,1
2018-06-04,LTC,0.0082388083000000008
2018-06-04,GBP,0.74888699999999997
2018-06-04,EUR,0.85708899999999999
2018-06-04,ETH,0.0016674178999999999
2018-06-04,CAD,1.295668
2018-06-04,BTC,0.0001321986
2018-06-03,USD,1
2018-06-03,LTC,0.0079877686999999999
2018-06-03,GBP,0.74912000000000001
2018-06-03,EUR,0.85708200000000001
2018-06-03,ETH,0.0016376044000000001
2018-06-03,CAD,1.2966500000000001
2018-06-03,BTC,0.00013002080000000001
2018-06-02,USD,1
2018-06-02,LTC,0.008193199
2018-06-02,GBP,0.74895500000000004
2018-06-02,EUR,0.85701000000000005
2018-06-02,ETH,0.0017013479000000001
2018-06-02,CAD,1.296756
2018-06-02,BTC,0.0001316337
2018-06-01,USD,1
2018-06-01,LTC,0.0084260011000000003
2018-06-01,GBP,0.75249100000000002
2018-06-01,EUR,0.85526000000000002
2018-06-01,ETH,0.0017386022
2018-06-01,CAD,1.2944370000000001
2018-06-01,BTC,0.00013372619999999999
2018-05-31,USD,1
2018-05-31,LTC,0.0084109595000000006
2018-05-31,GBP,0.75277700000000003
2018-05-31,EUR,0.85728199999999999
2018-05-31,ETH,0.0017493540000000001
2018-05-31,CAD,1.289409
2018-05-31,BTC,0.00013333839999999999
2018-05-30,USD,1
2018-05-30,LTC,0.0083887683999999997
2018-05-30,GBP,0.75453700000000001
2018-05-30,EUR,0.86671900000000002
2018-05-30,ETH,0.0017830098
2018-05-30,CAD,1.3029489999999999
2018-05-30,BTC,0.00013464250000000001
2018-05-29,USD,1
2018-05-29,LTC,0.0085815501999999995
2018-05-29,GBP,0.75118799999999997
2018-05-29,EUR,0.86010500000000001
2018-05-29,ETH,0.0018447552000000001
2018-05-29,CAD,1.2992630000000001
2018-05-29,BTC,0.0001371763
2018-05-28,USD,1
2018-05-28,LTC,0.0087235057999999997
2018-05-28,GBP,0.75140799999999996
2018-05-28,EUR,0.85552600000000001
2018-05-28,ETH,0.0018610874999999999
2018-05-28,CAD,1.2977369999999999
2018-05-28,BTC,0.0001379334
2018-05-27,USD,1
2018-05-27,LTC,0.0085014810999999996
2018-05-27,GBP,0.75142500000000001
2018-05-27,EUR,0.85789000000000004
2018-05-27,ETH,0.0017432088000000001
2018-05-27,CAD,1.2968489999999999
2018-05-27,BTC,0.0001368083
2018-05-26,USD,1
2018-05-26,LTC,0.0083094508999999993
2018-05-26,GBP,0.75148499999999996
2018-05-26,EUR,0.85789000000000004
2018-05-26,ETH,0.0016814505999999999
2018-05-26,CAD,1.2970170000000001
2018-05-26,BTC,0.0001335532
2018-05-25,USD,1
2018-05-25,LTC,0.0083039307999999996
2018-05-25,GBP,0.74722599999999995
2018-05-25,EUR,0.85307200000000005
2018-05-25,ETH,0.0016836843000000001
2018-05-25,CAD,1.2886249999999999
2018-05-25,BTC,0.000133592
2018-05-24,USD,1
2018-05-24,LTC,0.0082782598999999995
2018-05-24,GBP,0.74794799999999995
2018-05-24,EUR,0.85404500000000005
2018-05-24,ETH,0.0017046653000000001
2018-05-24,CAD,1.283709
2018-05-24,BTC,0.0001327035
2018-05-23,USD,1
2018-05-23,LTC,0.0080778094999999998
2018-05-23,GBP,0.74401899999999999
2018-05-23,EUR,0.848306
2018-05-23,ETH,0.0016318273999999999
2018-05-23,CAD,1.281695
2018-05-23,BTC,0.0001284429
2018-05-22,USD,1
2018-05-22,LTC,0.0075441895000000004
2018-05-22,GBP,0.74451800000000001
2018-05-22,EUR,0.84819199999999995
2018-05-22,ETH,0.001472718
2018-05-22,CAD,1.277658
2018-05-22,BTC,0.0001214814
2018-05-21,USD,1
2018-05-21,LTC,0.0073224533999999997
2018-05-21,GBP,0.74204000000000003
2018-05-21,EUR,0.84997699999999998
2018-05-21,ETH,0.0014186736000000001
2018-05-21,CAD,1.2878499999999999
2018-05-21,BTC,0.0001183077
2018-05-20,USD,1
2018-05-20,LTC,0.0072993117
2018-05-20,GBP,0.742475
2018-05-20,EUR,0.84814000000000001
2018-05-20,ETH,0.0014093390999999999
2018-05-20,CAD,1.2895239999999999
2018-05-20,BTC,0.00011960890000000001
2018-05-19,USD,1
2018-05-19,LTC,0.0073803404999999997
2018-05-19,GBP,0.74239500000000003
2018-05-19,EUR,0.84821000000000002
2018-05-19,ETH,0.0014359943
2018-05-19,CAD,1.2893239999999999
2018-05-19,BTC,0.0001211095
2018-05-18,USD,1
2018-05-18,LTC,0.0075218721999999998
2018-05-18,GBP,0.74016000000000004
2018-05-18,EUR,0.84814999999999996
2018-05-18,ETH,0.0014748936999999999
2018-05-18,CAD,1.2835829999999999
2018-05-18,BTC,0.000123411
2018-05-17,USD,1
2018-05-17,LTC,0.0072612743000000004
2018-05-17,GBP,0.73819100000000004
2018-05-17,EUR,0.84641299999999997
2018-05-17,ETH,0.0014315417
2018-05-17,CAD,1.278405
2018-05-17,BTC,0.0001208281
2018-05-16,USD,1
2018-05-16,LTC,0.0072583645000000004
2018-05-16,GBP,0.74074499999999999
2018-05-16,EUR,0.84600500000000001
2018-05-16,ETH,0.0014398194999999999
2018-05-16,CAD,1.2872680000000001
2018-05-16,BTC,0.000120802
2018-05-15,USD,1
2018-05-15,LTC,0.0069420666000000004
2018-05-15,GBP,0.73738499999999996
2018-05-15,EUR,0.83813000000000004
2018-05-15,ETH,0.0013834375999999999
2018-05-15,CAD,1.280146
2018-05-15,BTC,0.0001157075
2018-05-14,USD,1
2018-05-14,LTC,0.0070158284000000001
2018-05-14,GBP,0.73799199999999998
2018-05-14,EUR,0.83665100000000003
2018-05-14,ETH,0.0013938475999999999
2018-05-14,CAD,1.278125
2018-05-14,BTC,0.00011656889999999999
2018-05-13,USD,1
2018-05-13,LTC,0.0070456698999999999
2018-05-13,GBP,0.73829999999999996
2018-05-13,EUR,0.83608499999999997
2018-05-13,ETH,0.0014203995999999999
2018-05-13,CAD,1.280902
2018-05-13,BTC,0.0001169419
2018-05-12,USD,1
2018-05-12,LTC,0.0072114003000000003
2018-05-12,GBP,0.73822500000000002
2018-05-12,EUR,0.83630000000000004
2018-05-12,ETH,0.0014901917000000001
2018-05-12,CAD,1.280902
2018-05-12,BTC,0.00011869779999999999
2018-05-11,USD,1
2018-05-11,LTC,0.0070466034000000004
2018-05-11,GBP,0.73953599999999997
2018-05-11,EUR,0.83935599999999999
2018-05-11,ETH,0.0014333442000000001
2018-05-11,CAD,1.2771939999999999
2018-05-11,BTC,0.0001149211
2018-05-10,USD,1
2018-05-10,LTC,0.0064005963000000003
2018-05-10,GBP,0.73836900000000005
2018-05-10,EUR,0.84412600000000004
2018-05-10,ETH,0.0013299119999999999
2018-05-10,CAD,1.285005
2018-05-10,BTC,0.00010799259999999999
2018-05-09,USD,1
2018-05-09,LTC,0.0063943048000000002
2018-05-09,GBP,0.73783299999999996
2018-05-09,EUR,0.84263399999999999
2018-05-09,ETH,0.0013542321
2018-05-09,CAD,1.294788
2018-05-09,BTC,0.00010886419999999999
2018-05-08,USD,1
2018-05-08,LTC,0.0061735540000000004
2018-05-08,GBP,0.73697400000000002
2018-05-08,EUR,0.83799500000000005
2018-05-08,ETH,0.0013372497
2018-05-08,CAD,1.2880670000000001
2018-05-08,BTC,0.0001079763
2018-05-07,USD,1
2018-05-07,LTC,0.0061018920999999999
2018-05-07,GBP,0.73899999999999999
2018-05-07,EUR,0.83649499999999999
2018-05-07,ETH,0.0013496738999999999
2018-05-07,CAD,1.2857499999999999
2018-05-07,BTC,0.0001071015
2018-05-06,USD,1
2018-05-06,LTC,0.0058191305000000002
2018-05-06,GBP,0.73915500000000001
2018-05-06,EUR,0.83531699999999998
2018-05-06,ETH,0.0012693673999999999
2018-05-06,CAD,1.2857499999999999
2018-05-06,BTC,0.0001040759
2018-05-05,USD,1
2018-05-05,LTC,0.0057457951999999998
2018-05-05,GBP,0.73909499999999995
2018-05-05,EUR,0.83546500000000001
2018-05-05,ETH,0.0012395939000000001
2018-05-05,CAD,1.285884
2018-05-05,BTC,0.000101846
2018-05-04,USD,1
2018-05-04,LTC,0.0061869543000000003
2018-05-04,GBP,0.73681300000000005
2018-05-04,EUR,0.83408499999999997
2018-05-04,ETH,0.0012806148000000001
2018-05-04,CAD,1.2850950000000001
2018-05-04,BTC,0.00010362049999999999
2018-05-03,USD,1
2018-05-03,LTC,0.0064254942000000004
2018-05-03,GBP,0.73679899999999998
2018-05-03,EUR,0.83676899999999999
2018-05-03,ETH,0.0013661646
2018-05-03,CAD,1.2884580000000001
2018-05-03,BTC,0.0001068081
2018-05-02,USD,1
2018-05-02,LTC,0.0067292039000000003
2018-05-02,GBP,0.73481099999999999
2018-05-02,EUR,0.83389999999999997
2018-05-02,ETH,0.0014761764
2018-05-02,CAD,1.284597
2018-05-02,BTC,0.0001097659
2018-05-01,USD,1
2018-05-01,LTC,0.0068768401
2018-05-01,GBP,0.72616400000000003
2018-05-01,EUR,0.82773799999999997
2018-05-01,ETH,0.0015235464999999999
2018-05-01,CAD,1.2833680000000001
2018-05-01,BTC,0.0001112821
2018-04-30,USD,1
2018-04-30,LTC,0.0066315265000000002
2018-04-30,GBP,0.72624900000000003
2018-04-30,EUR,0.82489500000000004
2018-04-30,ETH,0.0014684975
2018-04-30,CAD,1.2842150000000001
2018-04-30,BTC,0.00010772000000000001
2018-04-29,USD,1
2018-04-29,LTC,0.0065701246000000003
2018-04-29,GBP,0.72558500000000004
2018-04-29,EUR,0.82328000000000001
2018-04-29,ETH,0.0014633512
2018-04-29,CAD,1.2841499999999999
2018-04-29,BTC,0.0001069967
2018-04-28,USD,1
2018-04-28,LTC,0.0066615086000000002
2018-04-28,GBP,0.72558500000000004
2018-04-28,EUR,0.82328000000000001
2018-04-28,ETH,0.0014792503
2018-04-28,CAD,1.2841499999999999
2018-04-28,BTC,0.0001082641
2018-04-27,USD,1
2018-04-27,LTC,0.0066417806999999997
2018-04-27,GBP,0.71850099999999995
2018-04-27,EUR,0.82587299999999997
2018-04-27,ETH,0.0015046329
2018-04-27,CAD,1.2872539999999999
2018-04-27,BTC,0.00010855229999999999
2018-04-26,USD,1
2018-04-26,LTC,0.0068186345999999998
2018-04-26,GBP,0.71757300000000002
2018-04-26,EUR,0.82165200000000005
2018-04-26,ETH,0.0015852804
2018-04-26,CAD,1.2837540000000001
2018-04-26,BTC,0.0001125615
2018-04-25,USD,1
2018-04-25,LTC,0.0066187290999999999
2018-04-25,GBP,0.71460400000000002
2018-04-25,EUR,0.81716500000000003
2018-04-25,ETH,0.0015564717
2018-04-25,CAD,1.2822979999999999
2018-04-25,BTC,0.00010860809999999999
2018-04-24,USD,1
2018-04-24,LTC,0.0061783237999999997
2018-04-24,GBP,0.717476
2018-04-24,EUR,0.819017
2018-04-24,ETH,0.0014515445999999999
2018-04-24,CAD,1.284518
2018-04-24,BTC,0.0001073805
2018-04-23,USD,1
2018-04-23,LTC,0.0066470072
2018-04-23,GBP,0.71418199999999998
2018-04-23,EUR,0.81472500000000003
2018-04-23,ETH,0.0015686139
2018-04-23,CAD,1.2768949999999999
2018-04-23,BTC,0.0001124481
2018-04-22,USD,1
2018-04-22,LTC,0.0067184806
2018-04-22,GBP,0.714055
2018-04-22,EUR,0.81257900000000005
2018-04-22,ETH,0.0016087625000000001
2018-04-22,CAD,1.277139
2018-04-22,BTC,0.0001125005
2018-04-21,USD,1
2018-04-21,LTC,0.0066927708000000001
2018-04-21,GBP,0.71403000000000005
2018-04-21,EUR,0.81217499999999998
2018-04-21,ETH,0.0016558021999999999
2018-04-21,CAD,1.277139
2018-04-21,BTC,0.0001135791
2018-04-20,USD,1
2018-04-20,LTC,0.0066940098000000002
2018-04-20,GBP,0.71001400000000003
2018-04-20,EUR,0.81015300000000001
2018-04-20,ETH,0.0017126627
